,Airline,Source,Destination,Price,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_Hours,Duration_Minutes,No_of_stops,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy
725,Air India,Delhi,Cochin,10861,1,6,22,0,19,15,21,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
726,Air India,Delhi,Cochin,14042,3,3,6,5,9,25,27,20,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
727,Jet Airways,Delhi,Cochin,12373,9,5,13,0,19,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
728,Jet Airways,Kolkata,Banglore,13067,9,5,20,25,23,35,27,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
729,Multiple carriers,Delhi,Cochin,7933,15,6,9,0,21,0,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
730,IndiGo,Delhi,Cochin,8285,21,3,9,10,21,0,11,50,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
731,Air India,Kolkata,Banglore,11432,9,5,8,20,20,25,12,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
732,IndiGo,Chennai,Kolkata,5277,21,6,22,5,0,25,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
733,GoAir,Delhi,Cochin,6296,6,5,7,25,13,35,6,10,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
734,Jet Airways,Delhi,Cochin,16914,6,3,5,25,19,45,38,20,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
735,Jet Airways,Delhi,Cochin,15129,1,5,5,30,4,25,22,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
736,IndiGo,Delhi,Cochin,6171,15,4,5,5,16,10,11,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
737,SpiceJet,Kolkata,Banglore,3841,24,4,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
738,Jet Airways,Banglore,Delhi,3702,9,5,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
739,SpiceJet,Chennai,Kolkata,3543,1,5,17,45,20,5,2,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
740,Jet Airways,Delhi,Cochin,10262,24,6,13,0,19,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
741,Jet Airways,Kolkata,Banglore,7064,1,4,6,30,20,45,14,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
742,Air India,Kolkata,Banglore,11306,18,5,7,0,20,25,13,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
743,Air Asia,Banglore,Delhi,4483,18,5,11,10,13,55,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Vistara,Kolkata,Banglore,8085,9,5,17,0,23,25,6,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
745,IndiGo,Kolkata,Banglore,4226,15,5,19,35,23,15,3,40,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
746,IndiGo,Banglore,Delhi,4823,3,4,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
747,Air India,Delhi,Cochin,10703,15,6,5,15,19,15,38,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
748,Air India,Kolkata,Banglore,5006,1,4,14,35,15,20,24,45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
749,Multiple carriers,Delhi,Cochin,16023,9,3,8,0,21,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
750,Air India,Mumbai,Hyderabad,2050,3,4,19,30,20,45,1,15,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
751,Multiple carriers,Delhi,Cochin,6305,27,3,4,0,15,30,11,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
752,Jet Airways,Banglore,New Delhi,10562,9,3,9,45,0,30,14,45,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
753,SpiceJet,Chennai,Kolkata,3543,9,6,9,45,12,0,2,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
754,Jet Airways,Kolkata,Banglore,14571,6,6,20,0,16,20,20,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
755,Multiple carriers,Delhi,Cochin,10786,27,5,6,0,19,15,13,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
756,Jet Airways,Banglore,New Delhi,7229,21,3,19,55,22,35,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
757,Jet Airways,Banglore,New Delhi,19225,6,3,8,55,16,10,7,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
758,SpiceJet,Kolkata,Banglore,5725,24,3,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
759,Jet Airways,Banglore,Delhi,7229,18,5,8,20,11,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
760,Vistara,Banglore,Delhi,5823,24,5,19,30,22,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
761,Multiple carriers,Delhi,Cochin,14848,27,6,9,0,19,15,10,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
762,IndiGo,Mumbai,Hyderabad,4049,21,6,19,5,20,35,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
763,IndiGo,Chennai,Kolkata,6297,15,3,19,35,21,55,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
764,IndiGo,Mumbai,Hyderabad,2754,18,3,19,5,20,30,1,25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
765,IndiGo,Delhi,Cochin,4729,3,4,14,20,17,35,3,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
766,Jet Airways,Delhi,Cochin,12609,24,6,21,25,12,35,15,10,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
767,Jet Airways,Kolkata,Banglore,13941,18,5,5,45,8,15,26,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
768,Jet Airways,Banglore,Delhi,7229,27,6,19,50,22,50,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
769,Jet Airways,Delhi,Cochin,10919,15,6,6,45,4,25,21,40,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
770,Jet Airways,Delhi,Cochin,12898,21,5,14,0,4,25,14,25,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
771,IndiGo,Delhi,Cochin,5647,6,3,6,40,12,0,5,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
772,IndiGo,Banglore,Delhi,4823,24,5,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
773,Multiple carriers,Delhi,Cochin,9103,15,5,11,25,19,0,7,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
774,Jet Airways,Kolkata,Banglore,9663,6,5,16,30,20,45,28,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
775,Air India,Kolkata,Banglore,14221,24,3,12,0,23,15,35,15,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
776,SpiceJet,Kolkata,Banglore,3841,1,6,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
777,Jet Airways,Delhi,Cochin,9905,15,6,21,25,12,35,15,10,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
778,Jet Airways,Kolkata,Banglore,14781,15,5,18,55,16,20,21,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
779,IndiGo,Kolkata,Banglore,4804,6,5,21,25,0,5,2,40,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
780,IndiGo,Delhi,Cochin,7318,21,5,9,15,21,0,11,45,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
781,Multiple carriers,Delhi,Cochin,13377,1,6,10,0,1,30,15,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
782,Jet Airways,Banglore,Delhi,4030,1,5,6,0,8,45,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
783,Jet Airways,Delhi,Cochin,10262,15,6,17,30,4,25,10,55,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
784,Jet Airways,Kolkata,Banglore,14781,1,5,14,5,19,50,5,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
785,IndiGo,Mumbai,Hyderabad,4049,21,3,9,10,10,35,1,25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
786,Jet Airways,Delhi,Cochin,16289,9,3,19,45,18,50,23,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
787,Jet Airways,Kolkata,Banglore,11467,1,5,20,25,14,25,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
788,IndiGo,Mumbai,Hyderabad,2754,9,6,2,35,4,5,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
789,Jet Airways,Banglore,New Delhi,26890,1,3,7,0,16,10,9,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
790,Multiple carriers,Delhi,Cochin,12927,1,6,7,5,19,15,12,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
791,Vistara,Banglore,Delhi,4878,24,6,17,0,19,35,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
792,IndiGo,Banglore,Delhi,4823,12,6,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
793,GoAir,Delhi,Cochin,4201,6,4,7,25,13,35,6,10,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
794,Air Asia,Banglore,New Delhi,7652,3,3,5,50,8,40,2,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Jet Airways,Kolkata,Banglore,9314,1,4,9,35,18,0,8,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
796,SpiceJet,Kolkata,Banglore,3873,21,6,17,10,19,40,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
797,IndiGo,Kolkata,Banglore,6111,1,5,7,10,12,40,5,30,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
798,Air India,Kolkata,Banglore,7662,6,5,5,50,13,15,7,25,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
799,Air India,Kolkata,Banglore,6612,9,5,12,0,13,15,25,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
800,Air India,Kolkata,Banglore,15532,15,5,9,25,13,45,28,20,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
801,Air India,Delhi,Cochin,11522,6,3,5,15,6,50,25,35,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
802,IndiGo,Delhi,Cochin,12351,9,3,17,30,1,35,8,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
803,Air India,Kolkata,Banglore,12723,15,5,5,50,8,55,27,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
804,Air India,Delhi,Cochin,14851,9,3,22,0,19,15,21,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
805,IndiGo,Banglore,New Delhi,5734,21,3,6,0,8,45,2,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
806,IndiGo,Delhi,Cochin,5298,24,4,6,50,12,10,5,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
807,Multiple carriers,Delhi,Cochin,9646,15,6,7,5,22,30,15,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
808,Jet Airways,Banglore,New Delhi,11087,18,3,16,55,5,5,12,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
809,Jet Airways,Kolkata,Banglore,9663,12,5,20,0,12,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
810,Air India,Delhi,Cochin,12436,12,6,12,55,19,15,30,20,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
811,IndiGo,Chennai,Kolkata,3597,15,6,13,15,15,35,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
812,Jet Airways,Delhi,Cochin,9254,21,3,10,20,18,50,32,30,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
813,Jet Airways,Kolkata,Banglore,14571,24,5,14,5,19,50,5,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
814,Jet Airways,Banglore,Delhi,8016,15,6,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
815,Multiple carriers,Delhi,Cochin,9794,1,5,7,30,19,0,11,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
816,IndiGo,Kolkata,Banglore,4804,1,5,15,30,18,5,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
817,IndiGo,Chennai,Kolkata,4332,12,5,11,35,14,0,2,25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
818,GoAir,Banglore,Delhi,3398,27,5,11,40,14,30,2,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
819,Multiple carriers,Delhi,Cochin,7198,12,6,19,0,1,30,6,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
820,IndiGo,Delhi,Cochin,5883,6,6,15,0,1,30,10,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
821,Jet Airways,Kolkata,Banglore,11467,6,5,20,25,18,0,21,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
822,Multiple carriers,Delhi,Cochin,7408,6,6,7,0,21,0,14,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
823,Jet Airways,Kolkata,Banglore,11467,6,5,20,25,22,5,25,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
824,IndiGo,Kolkata,Banglore,6218,15,5,18,5,23,30,5,25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
825,Jet Airways,Delhi,Cochin,15129,18,5,19,30,4,25,8,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
826,IndiGo,Banglore,Delhi,4284,6,5,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
827,Jet Airways,Kolkata,Banglore,14571,9,6,16,30,23,35,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
828,GoAir,Banglore,Delhi,3419,12,5,20,55,23,40,2,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
829,IndiGo,Banglore,Delhi,3419,3,4,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,Air India,Delhi,Cochin,9863,18,5,16,40,19,15,26,35,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
831,IndiGo,Mumbai,Hyderabad,3342,15,3,2,30,4,0,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
832,Multiple carriers,Delhi,Cochin,10877,9,6,4,55,19,0,14,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
833,Jet Airways,Kolkata,Banglore,10844,9,5,14,5,19,50,5,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
834,IndiGo,Kolkata,Banglore,4804,15,6,22,15,0,50,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
835,Vistara,Banglore,Delhi,4668,27,6,9,45,12,35,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
836,Vistara,Banglore,New Delhi,7240,9,3,21,10,0,5,2,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
837,Jet Airways,Delhi,Cochin,14714,12,6,13,0,19,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
838,SpiceJet,Banglore,Delhi,4319,15,4,5,55,8,35,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
839,SpiceJet,Kolkata,Banglore,3873,3,6,17,10,19,40,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
840,IndiGo,Chennai,Kolkata,3597,18,6,19,35,21,55,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
841,Multiple carriers,Delhi,Cochin,9100,27,3,7,30,19,15,11,45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
842,Jet Airways,Delhi,Cochin,10262,1,6,8,0,4,25,20,25,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
843,Vistara,Mumbai,Hyderabad,12395,6,3,11,55,9,25,21,30,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
844,Jet Airways,Kolkata,Banglore,10844,6,6,16,30,22,35,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
845,Jet Airways,Delhi,Cochin,10262,15,6,15,0,12,35,21,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
846,Jet Airways,Kolkata,Banglore,10844,24,5,14,5,22,35,8,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
847,Vistara,Kolkata,Banglore,8085,1,5,20,20,23,25,27,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
848,Air India,Delhi,Cochin,8669,6,6,7,0,19,15,12,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
849,IndiGo,Mumbai,Hyderabad,2754,21,3,19,5,20,30,1,25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
850,Jet Airways,Kolkata,Banglore,10844,9,6,14,5,20,45,6,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
851,Multiple carriers,Delhi,Cochin,11622,27,3,10,45,18,50,8,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
852,IndiGo,Delhi,Cochin,6442,27,3,7,35,16,10,8,35,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
853,Jet Airways,Kolkata,Banglore,14781,9,5,16,30,4,40,12,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
854,Multiple carriers,Delhi,Cochin,8085,21,3,10,0,21,0,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
855,Jet Airways,Mumbai,Hyderabad,5678,21,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
856,IndiGo,Delhi,Cochin,7191,15,5,6,40,21,0,14,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
857,Jet Airways,Banglore,Delhi,6144,21,4,7,10,10,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
858,Jet Airways,Mumbai,Hyderabad,2228,18,3,2,55,4,25,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
859,GoAir,Banglore,Delhi,3898,6,6,7,45,10,40,2,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
860,Multiple carriers,Delhi,Cochin,7005,12,6,11,40,21,0,9,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
861,Air India,Banglore,New Delhi,4441,24,3,13,20,16,10,2,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862,IndiGo,Banglore,Delhi,4423,24,4,6,5,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863,Jet Airways,Banglore,New Delhi,7832,21,3,16,55,10,25,17,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
864,Jet Airways,Delhi,Cochin,13292,9,6,21,25,12,35,15,10,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
865,Air India,Delhi,Cochin,5674,21,3,14,10,17,10,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
866,SpiceJet,Kolkata,Banglore,3873,27,6,17,10,19,40,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
867,IndiGo,Delhi,Cochin,11600,3,3,7,35,22,20,14,45,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
868,Air India,Delhi,Cochin,5117,27,3,17,20,9,25,16,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
869,Air India,Banglore,New Delhi,13912,6,3,6,45,12,15,5,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
870,Jet Airways,Mumbai,Hyderabad,3210,15,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
871,IndiGo,Delhi,Cochin,6938,27,5,14,20,22,30,8,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
872,IndiGo,Kolkata,Banglore,3480,24,4,19,20,23,45,4,25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
873,Jet Airways,Kolkata,Banglore,14151,12,5,9,35,19,10,9,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
874,Jet Airways,Kolkata,Banglore,8586,15,5,20,0,4,40,8,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
875,Multiple carriers,Delhi,Cochin,13377,9,6,14,0,1,30,11,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
876,Jet Airways,Kolkata,Banglore,12681,1,4,18,55,23,35,28,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
877,SpiceJet,Chennai,Kolkata,3859,9,5,8,20,10,35,2,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
878,IndiGo,Delhi,Cochin,7191,15,5,7,30,21,0,13,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
879,SpiceJet,Kolkata,Banglore,8479,12,5,11,35,18,50,7,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
880,Air India,Banglore,New Delhi,12389,3,3,5,50,12,55,7,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
881,Jet Airways,Delhi,Cochin,13014,9,6,5,30,4,25,22,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
882,IndiGo,Delhi,Cochin,6270,9,4,15,0,1,30,10,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
883,Air India,Delhi,Cochin,10467,27,5,13,15,9,25,20,10,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
884,Air India,Kolkata,Banglore,10413,24,5,7,0,20,25,13,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
885,Air India,Kolkata,Banglore,12723,24,5,5,50,12,30,30,40,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
886,GoAir,Banglore,Delhi,4937,18,4,11,40,14,30,2,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
887,Jet Airways,Banglore,Delhi,7229,18,5,6,0,8,45,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
888,Multiple carriers,Delhi,Cochin,7268,27,6,6,0,19,15,13,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
889,IndiGo,Mumbai,Hyderabad,2754,18,6,19,5,20,35,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
890,Jet Airways,Banglore,New Delhi,17261,6,3,11,40,9,0,21,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
891,SpiceJet,Banglore,Delhi,3573,24,5,9,30,12,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
892,Air Asia,Kolkata,Banglore,5320,12,5,7,35,23,30,15,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
893,Jet Airways,Delhi,Cochin,15554,9,5,9,0,19,0,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
894,Jet Airways,Kolkata,Banglore,14231,24,3,18,55,18,10,23,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
895,Jet Airways,Banglore,New Delhi,13817,12,3,16,55,7,40,14,45,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
896,Jet Airways,Kolkata,Banglore,10703,6,5,17,0,23,35,6,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
897,Jet Airways,Delhi,Cochin,11664,27,3,5,25,4,25,23,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
898,Jet Airways,Kolkata,Banglore,13067,12,5,17,0,14,25,21,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
899,SpiceJet,Banglore,Delhi,3625,3,5,5,55,8,35,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
900,SpiceJet,Mumbai,Hyderabad,2437,1,5,13,15,14,45,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
